"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1570",1574,"not-for-profit use only","Ontario","Cochrane",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92494","Mammalia",359,"Fournier Township, Ontario, Cochrane, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-20T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211858137,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Cochrane",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92494",NA,NA,NA,"ROM",NA,NA,"CA",1211858137,"Animalia",1,"en","2016-05-26T13:57:55.185+0000","2016-08-04T13:23:36.725+0000","2016-05-26T13:58:03.065+0000",49,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Fournier Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-81.13333,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:92494",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-472",NA,"pregnant; 8 emb 5L 3R",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800220","Fournier Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1573",1577,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92534","Mammalia",359,"Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",891359130,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92534",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,"CA",891359130,"Animalia",1,"en","2015-01-22T18:31:58.162+0000","2016-08-04T13:23:36.270+0000","2015-01-22T18:31:58.744+0000",48.68333,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-86.28333,"2014-11-19T00:00:00.000+0000",2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-547",NA,"nulliparous","https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800200",NA,NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1584",1588,"not-for-profit use only","Ontario","Thunder Bay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92532","Mammalia",359,"Mctavish Township, Ontario, Thunder Bay, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",25.81,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211856834,"Lynx","Lynx",2435239,"WGS84","Janet Sit (ROM)","2007 03 29","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, Thunder Bay, 52 A, 1:250,000, Edition 3, 1995","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Thunder Bay",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92532",NA,NA,NA,"ROM",NA,NA,"CA",1211856834,"Animalia",1,"en","2016-05-26T13:57:54.022+0000","2016-08-04T13:23:36.207+0000","2016-05-26T13:58:02.313+0000",48.5864599990644,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Mctavish Township",NA,"The Township of Shuniah is an amalgamation of the townships: Pardee, Crooks, Blake, Paipoonge, Neebing, McIntyre, MacGregor, McTavish, the Village of Price Arthur's Landing, Thunder Cape and the islands north of the American Border.",-88.82569,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:92532",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-538",NA,"nulliparous",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800200","Mctavish Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1588",1592,"not-for-profit use only","Ontario","Thunder Bay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92540","Mammalia",359,"Innes Township, Ontario, Thunder Bay, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",7.67,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211859210,"Lynx","Lynx",2435239,"WGS84","Janet Sit (ROM)","2007 03 16","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Nipigon, 52 H, 1:250,000, Edition 6, 1995","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Thunder Bay",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92540",NA,NA,NA,"ROM",NA,NA,"CA",1211859210,"Animalia",1,"en","2016-05-26T13:57:56.639+0000","2016-08-04T13:23:37.162+0000","2016-05-26T13:58:03.667+0000",49.374859999068,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Innes Township",NA,NA,-88.63316,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:92540",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-568",NA,"pregnant; 3 emb 2L 1R",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800200","Innes Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1599",1603,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92507","Mammalia",359,"Mccowan Township, Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",5.96,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-05T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211859704,"Lynx","Lynx",2435239,"WGS84","Janet Sit (ROM)","20070206","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Kapuskasing, 42 G, 1:250,000, Edition 4, 1988","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92507",NA,NA,NA,"ROM",NA,NA,"CA",1211859704,"Animalia",1,"en","2016-05-26T13:57:57.023+0000","2016-08-04T13:23:37.447+0000","2016-05-26T13:58:03.909+0000",49.6444071675813,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Mccowan Township",NA,NA,-82.9735445207559,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:92507",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-487",NA,"pregnant; 15 emb 10L 5R",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800205","Mccowan Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1613",1617,"not-for-profit use only","Ontario","Timiskaming",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92471","Mammalia",359,"Ontario, Timiskaming, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-10T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",891359073,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Timiskaming",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92471",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,"CA",891359073,"Animalia",1,"en","2015-01-22T18:31:56.108+0000","2016-08-04T13:23:35.758+0000","2015-01-22T18:31:56.461+0000",47.9,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-79.7,"2014-11-19T00:00:00.000+0000",2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-427",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800210",NA,NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1621",1625,"not-for-profit use only","Ontario","Cochrane",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92546","Mammalia",359,"Lascelles Township, Ontario, Cochrane, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"1980-02-13T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211858560,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Cochrane",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92546",NA,NA,NA,"ROM",NA,NA,"CA",1211858560,"Animalia",1,"en","2016-05-26T13:57:55.872+0000","2016-08-04T13:23:36.992+0000","2016-05-26T13:58:03.298+0000",49.11667,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Lascelles Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-84.5,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:92546",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-578",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800213","Lascelles Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1645",1649,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92501","Mammalia",359,"Horwood Township, Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"1980-03-11T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211854423,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92501",NA,NA,NA,"ROM",NA,NA,"CA",1211854423,"Animalia",1,"en","2016-05-26T13:57:51.480+0000","2016-08-04T13:23:35.489+0000","2016-05-26T13:57:59.400+0000",48,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Horwood Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-82.3,"2016-05-19T00:00:00.000+0000",3,NA,NA,"URI:catalog:ROM:Mammals:92501",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-481",NA,"pregnant; 4 emb 4R",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800311","Horwood Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1648",1652,"not-for-profit use only","Ontario","Cochrane",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92444","Mammalia",359,"Foch Township, Ontario, Cochrane, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"1980-03-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211859026,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Cochrane",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92444",NA,NA,NA,"ROM",NA,NA,"CA",1211859026,"Animalia",1,"en","2016-05-26T13:57:56.454+0000","2016-08-04T13:23:37.187+0000","2016-05-26T13:58:03.542+0000",49.25,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Foch Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-85.2,"2016-05-19T00:00:00.000+0000",3,NA,NA,"URI:catalog:ROM:Mammals:92444",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-390",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800302","Foch Township",NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1649",1653,"not-for-profit use only","Ontario","Cochrane",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92481","Mammalia",359,"Ontario, Cochrane, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"1980-03-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",891359099,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Cochrane",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92481",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,"CA",891359099,"Animalia",1,"en","2015-01-22T18:31:59.925+0000","2016-08-04T13:23:37.288+0000","2015-01-22T18:32:00.516+0000",49.38333,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-02 Upload",-83.56667,"2014-11-19T00:00:00.000+0000",3,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-452",NA,"pregnant; 3 emb 2L 1R","https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19800302",NA,NA,NA,NA,1980,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"1683",1687,"not-for-profit use only","Ontario","Thunder Bay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"92228","Mammalia",359,"Ontario, Thunder Bay, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",6.35,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979-10-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",891356809,"Lynx","Lynx",2435239,"WGS84","Janet Sit (ROM)","2007 03 16","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, White River, 42 C, 1:250,000, Edition 3, 1995","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Thunder Bay",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:92228",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,"CA",891356809,"Animalia",1,"en","2015-01-22T18:31:57.694+0000","2016-08-04T13:23:36.278+0000","2015-01-22T18:31:58.351+0000",48.5845399990643,NA,NA,NA,NA,NA,-85.39473,"2014-11-19T00:00:00.000+0000",10,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Quinn, NWS","80-124",NA,"pregnant; 11 emb 4L 7R","https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19791000",NA,NA,NA,NA,1979,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
